#name, A, B, C, D, E, F
NODE_1658, 1.3451445160694522e-08, 0.9999999537308076, 1.8645387658408117e-08, 8.317059875353252e-09, 1.9988566184451586e-09, 3.856443147033504e-09
GCA_022261935.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022261435.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1657, 1.6336343253566703e-08, 0.9999999499645844, 1.878482798479697e-08, 8.399881659729014e-09, 2.0179730051763022e-09, 4.496389659817327e-09
NODE_1653, 1.3487237291246076e-08, 0.9999999536236557, 1.8691747771537227e-08, 8.332628783494104e-09, 2.001388164856881e-09, 3.863342361571207e-09
GCA_033113945.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1642, 1.3451458764805536e-08, 0.9999999537307914, 1.8645388294463954e-08, 8.31706017336159e-09, 1.998856679716201e-09, 3.856444619249473e-09
GCA_022262675.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022262635.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1656, 1.3539942705279172e-08, 0.9999999534995913, 1.8738734581723452e-08, 8.348302987155454e-09, 2.003971739421162e-09, 3.869456855556846e-09
NODE_1655, 1.3511020790970236e-08, 0.9999999534932584, 1.8775312622592908e-08, 8.348120564223572e-09, 2.0038928222216317e-09, 3.868394843934179e-09
NODE_1651, 1.3451510997793668e-08, 0.9999999537304938, 1.864559408125857e-08, 8.31708891953445e-09, 1.998859885455559e-09, 3.856452521331558e-09
GCA_022262095.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022261595.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1654, 1.3558601062567349e-08, 0.9999999383649664, 3.3800401942305556e-08, 8.380082990128289e-09, 2.012533791782135e-09, 3.8834138747325096e-09
NODE_1649, 1.3481275125399572e-08, 0.9999999535933881, 1.872887530314522e-08, 8.33263650860388e-09, 2.00138610194444e-09, 3.862438898933332e-09
GCA_034361885.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1643, 1.348099688396502e-08, 0.9999999536311875, 1.869159402287244e-08, 8.332485947155974e-09, 2.0013568101778904e-09, 3.862378920490016e-09
GCA_022261755.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1641, 1.345144516222318e-08, 0.9999999537308074, 1.864538788443867e-08, 8.317059876134584e-09, 1.998856618598275e-09, 3.856443147337635e-09
GCA_022262535.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022261735.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1650, 2.7119451659051257e-08, 0.9999938294316353, 6.111494707396752e-06, 1.8157342557190818e-08, 5.00598967309475e-09, 8.790873580726343e-09
NODE_1645, 2.926195630973821e-06, 0.9975281756097861, 0.002464571536457306, 2.2778873769185765e-06, 8.133164992899314e-07, 1.2354542495466224e-06
NODE_1613, 2.7000316015178905e-08, 0.999993859850689, 6.081301646570192e-06, 1.8090024613535887e-08, 4.9934862505628e-09, 8.763837528369313e-09
GCA_034362065.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_034361945.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1615, 1.946210826350508e-06, 0.003050847953161763, 0.9969430719410863, 1.908575274515078e-06, 1.013656104472617e-06, 1.2116635466200341e-06
GCA_033119365.1, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_1611, 1.1973902862978048e-08, 9.325381545022996e-06, 0.9999906337146179, 1.2724387267817322e-08, 7.764065702140861e-09, 8.441481168041591e-09
GCA_033120185.1, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_033114065.1, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_1646, 1.3558470076626762e-08, 0.9999999383655932, 3.379998867123753e-08, 8.38002525102614e-09, 2.012527353154633e-09, 3.883395292360117e-09
NODE_1640, 1.3451658529356902e-08, 0.9999999536932287, 1.868255419176564e-08, 8.317181841299642e-09, 1.9988827410697772e-09, 3.856493938795859e-09
GCA_034082405.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022261195.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1644, 1.3481274979841693e-08, 0.999999953593389, 1.87288745651304e-08, 8.332636454101282e-09, 2.0013860975017337e-09, 3.862438883982058e-09
GCA_033111885.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1593, 1.3481061719506183e-08, 0.9999999536309676, 1.869170799182738e-08, 8.332514572517162e-09, 2.001360005148606e-09, 3.862388138272117e-09
GCA_022053725.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1592, 1.348099630816372e-08, 0.9999999536312802, 1.8691502366459143e-08, 8.332485637355249e-09, 2.0013567474360784e-09, 3.862378796612693e-09
GCA_022052845.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1474, 1.3451445160698522e-08, 0.9999999537308075, 1.86453876589655e-08, 8.31705987535521e-09, 1.998856618445534e-09, 3.856443147034252e-09
GCA_022053745.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_020477835.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1652, 2.394016890986178e-08, 0.9999999429163474, 1.8804520715386932e-08, 8.386494360788646e-09, 2.032061308324907e-09, 3.920407186425481e-09
NODE_1647, 1.3533611737041518e-08, 0.9999999535075568, 1.873828146477946e-08, 8.3481305291548e-09, 2.003937015607828e-09, 3.868482399603039e-09
NODE_1639, 1.3481111323544952e-08, 0.9999999536310079, 1.869161756386744e-08, 8.332514687384682e-09, 2.001360109198096e-09, 3.8623883698583126e-09
GCA_033116605.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1638, 1.34514454117788e-08, 0.999999953730807, 1.864538794303557e-08, 8.317059929379543e-09, 1.998856623031005e-09, 3.856443162293685e-09
GCA_033111805.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_033111785.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1636, 1.3481176444877266e-08, 0.9999999536307872, 1.869173209925931e-08, 8.332543419505181e-09, 2.0013633126488386e-09, 3.862397616719727e-09
GCA_022262455.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1616, 1.3481126515400332e-08, 0.9999999536308392, 1.869173093100904e-08, 8.332543048252553e-09, 2.00136315022049e-09, 3.862397276136947e-09
GCA_022261555.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1612, 1.3510677351906413e-08, 0.9999999535313131, 1.8737844926923912e-08, 8.347968686909471e-09, 2.0038632022158125e-09, 3.868332813485978e-09
NODE_1609, 1.3451510138905735e-08, 0.9999999537305873, 1.864550191072395e-08, 8.317088554154258e-09, 1.9988598178070365e-09, 3.856452379539653e-09
GCA_022261975.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
GCA_022261875.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1610, 1.3481061285132952e-08, 0.9999999536310601, 1.8691616392528676e-08, 8.332514315285884e-09, 2.0013599464124856e-09, 3.862388028508749e-09
GCA_022261895.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1604, 1.3451445302842382e-08, 0.9999999537308071, 1.864538793994755e-08, 8.317059928533648e-09, 1.9988566226739284e-09, 3.856443161527267e-09
GCA_022261635.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
GCA_022261455.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1648, 4.78333023644553e-06, 0.9999951229233134, 3.761217295762413e-08, 2.0949791666773502e-08, 1.2745590367068056e-08, 2.243889534672787e-08
NODE_1614, 0.0021815681798638595, 0.9978030742202003, 4.05471222041635e-06, 3.1130170751327236e-06, 3.1574068685696766e-06, 5.03246377174986e-06
GCA_042973135.1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_029523635.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1637, 2.388748618719623e-08, 0.9999999430398269, 1.875789753775698e-08, 8.370910791007793e-09, 2.0295163618844975e-09, 3.914362318825954e-09
GCA_033110865.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1635, 1.3533496756723903e-08, 0.9999999535077373, 1.873825751722388e-08, 8.34810179489378e-09, 2.0039337509386693e-09, 3.868473009144903e-09
NODE_1633, 1.3481111072263265e-08, 0.9999999536310082, 1.8691617504121856e-08, 8.33251463405062e-09, 2.0013601047995966e-09, 3.86238835496446e-09
GCA_034390215.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1631, 1.3451445411231024e-08, 0.9999999537308069, 1.8645387942887196e-08, 8.31705992928063e-09, 1.9988566230247366e-09, 3.856443162269673e-09
GCA_034082005.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_022184565.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1634, 1.348138918569383e-08, 0.9999999535933003, 1.8728807734064123e-08, 8.332665075097473e-09, 2.0013893536172654e-09, 3.862448267003462e-09
GCA_020483205.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1632, 1.3558312964817052e-08, 0.9999999384398345, 3.3726106064326376e-08, 8.379912524736272e-09, 2.0124938859441644e-09, 3.883340078961228e-09
NODE_1629, 2.7028169749698168e-08, 0.9999938596677057, 6.081441411230069e-06, 1.8102151594160923e-08, 4.9935679408046e-09, 8.766993675117596e-09
GCA_034390135.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1626, 2.919805674061493e-06, 0.9975342466660885, 0.002458513957503067, 2.273692018460995e-06, 8.123098129834667e-07, 1.233568902945321e-06
GCA_033110385.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1591, 1.9433434608999426e-06, 0.0030415741714400622, 0.9969523548928305, 1.9056146514400445e-06, 1.0121178113768157e-06, 1.2098598055486534e-06
GCA_044952185.1, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_042973255.1, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_1630, 1.3510956790586053e-08, 0.9999999534934887, 1.877512828247695e-08, 8.348140448316061e-09, 2.0038925299896483e-09, 3.868393146672616e-09
NODE_1627, 1.3451510858008366e-08, 0.9999999537304942, 1.8645593627626357e-08, 8.317088955328943e-09, 1.9988598847668857e-09, 3.856452518396062e-09
GCA_033118665.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_033110345.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1628, 1.3511041777684101e-08, 0.9999999535186409, 1.873849062069228e-08, 8.359434443988451e-09, 2.0038896592082375e-09, 3.868502660879924e-09
NODE_1624, 1.3481127121478566e-08, 0.9999999536308156, 1.8691732298305162e-08, 8.33256405036943e-09, 2.001363192375638e-09, 3.862397604160826e-09
GCA_034390495.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1623, 1.34810612872529e-08, 0.9999999536310599, 1.8691616397213913e-08, 8.33251435408459e-09, 2.0013599465846327e-09, 3.862388029332686e-09
GCA_034390285.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1622, 1.3480996306949865e-08, 0.9999999536312805, 1.869150214058327e-08, 8.332485636743024e-09, 2.0013567472888585e-09, 3.862378796332706e-09
GCA_034390415.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1621, 1.3451445160695217e-08, 0.9999999537308076, 1.8645387658409857e-08, 8.317059875353565e-09, 1.9988566184451677e-09, 3.856443147033545e-09
GCA_034390255.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_020482985.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1625, 1.3572814678397522e-08, 0.9999999471403425, 1.88098289264646e-08, 1.453362629602512e-08, 2.0117657588174983e-09, 3.931621949917531e-09
NODE_1619, 1.3510910955303018e-08, 0.9999999535191755, 1.873816966020614e-08, 8.359376590779426e-09, 2.0038831899932865e-09, 3.868484043126354e-09
NODE_1608, 1.3451510708597015e-08, 0.9999999537305644, 1.864550276944999e-08, 8.317109464031389e-09, 1.9988598558792232e-09, 3.856452693004056e-09
GCA_020482725.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
GCA_020482645.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1617, 1.3481126834706122e-08, 0.999999953630817, 1.8691731506525944e-08, 8.332563942784838e-09, 2.001363183748684e-09, 3.862397574800026e-09
GCA_034390515.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1607, 1.348106142877127e-08, 0.9999999536310595, 1.869161667679777e-08, 8.33251440706379e-09, 2.001359950800667e-09, 3.862388043778516e-09
GCA_022860085.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1606, 1.3481061143118736e-08, 0.9999999536310606, 1.86916161114907e-08, 8.332514262304205e-09, 2.001359942271908e-09, 3.862388014162054e-09
GCA_034394235.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1605, 1.3480996306633784e-08, 0.9999999536312805, 1.8691502139877505e-08, 8.33248563657316e-09, 2.0013567472827985e-09, 3.862378796308214e-09
GCA_034394245.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1585, 1.3451445160694523e-08, 0.9999999537308076, 1.8645387658408117e-08, 8.317059875353252e-09, 1.9988566184451586e-09, 3.856443147033504e-09
GCA_024756795.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_024756785.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1620, 3.38052561616835e-08, 0.999996520306179, 4.0626387257717335e-08, 3.370869608776561e-06, 5.354001149519162e-09, 2.9038567537059947e-08
GCA_034390615.1, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_1618, 5.034740979915211e-06, 0.9981498066393424, 5.103983035650214e-06, 0.0018313877914087062, 1.088538606069106e-06, 7.578306627095801e-06
GCA_034390655.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_1603, 4.651251834854076e-06, 0.0024582363756404492, 3.450000335542912e-06, 0.9974956264688264, 1.4637331013318683e-06, 3.657217026138483e-05
GCA_034396785.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1602, 2.8897794873669092e-08, 6.080512902695828e-06, 1.8570756754215937e-08, 0.9999931784609845, 9.698973560149459e-09, 6.838585875121744e-07
NODE_1600, 7.977712433667415e-09, 2.607440652907416e-08, 4.334456537933162e-09, 0.9999996302687145, 3.644234621563261e-09, 3.2770047546588197e-07
GCA_034397155.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_034397135.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1601, 7.994960034318114e-09, 2.6139884135678516e-08, 4.341942822295265e-09, 0.9999996277873041, 3.6506673613940884e-09, 3.300852415100939e-07
GCA_034397095.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1599, 7.9235485990359e-09, 1.1228722784226215e-08, 4.297135531902702e-09, 0.9999996455941107, 3.6313825280596603e-09, 3.2732509976921075e-07
GCA_034397215.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1598, 7.940456460045286e-09, 1.1220141146882818e-08, 4.304429454712052e-09, 0.9999996432110986, 3.63773522828422e-09, 3.296861390742508e-07
NODE_1597, 7.923283735698771e-09, 1.1191832505995574e-08, 4.296993560865923e-09, 0.9999996456693082, 3.631311563493762e-09, 3.27287270470873e-07
GCA_034396995.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1596, 7.906190177461812e-09, 1.1163756623797108e-08, 4.289584525888207e-09, 0.9999996480930906, 3.6249127723776618e-09, 3.2492246543346114e-07
GCA_034396935.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_034396875.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1595, 7.940413981343894e-09, 1.1219978375275985e-08, 4.304415327283405e-09, 0.9999996432284355, 3.637721564476246e-09, 3.2966903539061423e-07
NODE_1594, 7.906232193179276e-09, 1.1163828919866216e-08, 4.2895983504294995e-09, 0.9999996480758739, 3.624926341624152e-09, 3.249395401786256e-07
GCA_042973165.1, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_034396855.1, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_1586, 7.923325436822731e-09, 1.1191904165937172e-08, 4.297007311232447e-09, 0.9999996456523395, 3.6313250279928546e-09, 3.273040984941281e-07
GCA_033117875.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1584, 7.923241627086378e-09, 1.1191759804444208e-08, 4.296979711503057e-09, 0.9999996456866496, 3.6312979697309085e-09, 3.272700712557542e-07
GCA_044951825.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1583, 7.90619003933369e-09, 1.1163756423467081e-08, 4.289584492889901e-09, 0.9999996480932143, 3.6249127283138846e-09, 3.249223421535695e-07
GCA_044951965.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_042973195.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_1674, 0.5353249010624329, 0.09343650150990442, 0.0002440428627059397, 0.0011504991957391783, 0.001014221276377447, 0.3688298340928399
NODE_1590, 0.0026315533382462873, 0.0001614601468019478, 9.365639890358271e-07, 2.083043619752525e-05, 1.0899390513527511e-05, 0.9971743201242518
GCA_002164855.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1589, 1.3122512027391617e-05, 2.8621679702010094e-07, 6.002718517478853e-09, 4.5987061522675936e-07, 1.1486521223885608e-07, 0.9999860105326296
NODE_1587, 1.99013095058012e-07, 4.955400520556161e-09, 2.752845095991085e-09, 2.8308927631184656e-07, 4.382933949824728e-08, 0.9999994663600434
NODE_1473, 1.3392293163557844e-07, 4.437210577988388e-09, 2.732330261596138e-09, 2.782978752833028e-07, 4.311040355887108e-08, 0.9999995374992486
GCA_034364125.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_034363965.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_1581, 1.3458417076043184e-07, 4.445319400072088e-09, 2.7363021351298734e-09, 2.8002338948765767e-07, 4.3264934149041366e-08, 0.999999534945884
GCA_002852635.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_1579, 1.3360817580505152e-07, 4.436247239619318e-09, 2.7322691406807204e-09, 2.7827798847753704e-07, 4.31076437894154e-08, 0.9999995378376756
GCA_002853235.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_002852585.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1588, 1.9901798692450326e-07, 4.9554190405817165e-09, 2.7528518950438488e-09, 2.831002888521265e-07, 4.382991085715434e-08, 0.9999994663435424
NODE_1370, 1.3458749206376927e-07, 4.445336025611762e-09, 2.736308895357229e-09, 2.800342846374275e-07, 4.3265498241149245e-08, 0.9999995349310802
GCA_034363825.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1339, 1.3427446365415572e-07, 4.444387493448883e-09, 2.7362544266158263e-09, 2.8002509911162974e-07, 4.3263290466137565e-08, 0.9999995352565049
GCA_034364445.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1338, 1.3493915886714736e-07, 4.452523856665152e-09, 2.740238454313342e-09, 2.8177195358468996e-07, 4.341891536726445e-08, 0.9999995326772099
NODE_1336, 1.342696298813654e-07, 4.4443688627460576e-09, 2.7362474287630253e-09, 2.800142103646101e-07, 4.3262716907491245e-08, 0.9999995352728265
GCA_034364325.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_1333, 1.336066392962454e-07, 4.436245186406587e-09, 2.7322688858785845e-09, 2.7827792708916205e-07, 4.310763223943697e-08, 0.9999995378392874
GCA_034364045.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_034363995.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1337, 1.3493921603610063e-07, 4.452524018718664e-09, 2.7402385171857505e-09, 2.8177222022133e-07, 4.341892347511635e-08, 0.9999995326768777
NODE_1334, 1.3360992890363489e-07, 4.436261769877354e-09, 2.7322756339577484e-09, 2.782887540316652e-07, 4.310819422950312e-08, 0.9999995378245854
GCA_034364385.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_034364105.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1335, 1.34945746203456e-07, 4.452557009271505e-09, 2.7402519385400087e-09, 2.8179367186789787e-07, 4.342004114408152e-08, 0.9999995326477319
NODE_1331, 1.3493262104200183e-07, 4.452490857287905e-09, 2.740225030291674e-09, 2.817505015460573e-07, 4.341779762309748e-08, 0.999999532706364
NODE_1285, 1.3360989648827408e-07, 4.4362616842625305e-09, 2.7322756010979907e-09, 2.782886203193243e-07, 4.310819013420692e-08, 0.9999995378247557
GCA_034364465.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_034364365.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1286, 1.3360989648827408e-07, 4.4362616842625305e-09, 2.7322756010979907e-09, 2.782886203193243e-07, 4.310819013420692e-08, 0.9999995378247557
GCA_034364305.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_034364225.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1332, 1.3493916733395773e-07, 4.4525238934248735e-09, 2.740238469321492e-09, 2.817720193984303e-07, 4.3418917343061e-08, 0.9999995326771335
NODE_1329, 1.3426962992348606e-07, 4.444368862879682e-09, 2.736247428819878e-09, 2.8001421077208525e-07, 4.326271691474134e-08, 0.999999535272826
GCA_034364065.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1287, 1.336066392964544e-07, 4.4362451864072326e-09, 2.732268885878877e-09, 2.7827792709166905e-07, 4.310763223946405e-08, 0.9999995378392872
GCA_034363845.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_033112525.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1330, 1.3426962992348606e-07, 4.444368862879682e-09, 2.736247428819878e-09, 2.8001421077208525e-07, 4.326271691474134e-08, 0.999999535272826
GCA_034364145.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1328, 1.336066392964544e-07, 4.4362451864072326e-09, 2.732268885878877e-09, 2.7827792709166905e-07, 4.310763223946405e-08, 0.9999995378392872
GCA_034364405.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_034363985.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1582, 1.345907728881106e-07, 4.445352556789114e-09, 2.7363156203097016e-09, 2.800450441047483e-07, 4.326605815594907e-08, 0.9999995349164567
GCA_002852475.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1580, 1.3493744606367161e-07, 4.452509436284877e-09, 2.7402320054311893e-09, 2.8176132285102367e-07, 4.3418369120914066e-08, 0.9999995326901204
NODE_1577, 1.3360992015700467e-07, 4.436261732471289e-09, 2.732275618670963e-09, 2.7828868696531356e-07, 4.3108192229977134e-08, 0.9999995378246633
GCA_002852105.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_002852015.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1578, 1.3493917499369264e-07, 4.452523896313316e-09, 2.7402384693383135e-09, 2.8177201986311194e-07, 4.341891738959625e-08, 0.9999995326771254
NODE_1575, 1.3360992870146223e-07, 4.436261769433265e-09, 2.7322756337735762e-09, 2.7828875279854016e-07, 4.310819420708125e-08, 0.999999537824587
GCA_002852515.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_002164755.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1576, 1.349391998704812e-07, 4.452523976143194e-09, 2.7402385008675015e-09, 2.81772153581239e-07, 4.341892143187142e-08, 0.9999995326769628
NODE_1573, 1.336099288241078e-07, 4.436261769723147e-09, 2.7322756338945514e-09, 2.782887536214829e-07, 4.3108194221948335e-08, 0.999999537824586
GCA_003037305.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_003037265.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1574, 1.3494247326060908e-07, 4.452540494595586e-09, 2.7402452205288556e-09, 2.817829139646091e-07, 4.341948131773786e-08, 0.9999995326623458
NODE_1571, 1.342696462524743e-07, 4.444368905842693e-09, 2.7362474453055577e-09, 2.800142782584003e-07, 4.326271897359725e-08, 0.9999995352727401
GCA_003037835.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1472, 1.336066393767863e-07, 4.436245186563069e-09, 2.7322688859427907e-09, 2.782779275070593e-07, 4.310763224707794e-08, 0.9999995378392867
GCA_041388735.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_041388435.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1572, 1.3494248958969054e-07, 4.452540537485411e-09, 2.740245236975957e-09, 2.817829814536813e-07, 4.341948337640442e-08, 0.9999995326622598
NODE_1569, 1.3426964633320133e-07, 4.444368905998688e-09, 2.736247445369511e-09, 2.8001427867636723e-07, 4.326271898123766e-08, 0.9999995352727398
GCA_003037555.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1471, 1.3360663937718398e-07, 4.436245186563814e-09, 2.732268885943119e-09, 2.7827792750963153e-07, 4.310763224710688e-08, 0.9999995378392867
GCA_003263065.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_003036765.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1570, 1.3494250583787064e-07, 4.452540580240128e-09, 2.740245253367859e-09, 2.8178304852193034e-07, 4.3419485427533956e-08, 0.9999995326621742
NODE_1567, 1.3427291952583384e-07, 4.444385436583491e-09, 2.73625417149131e-09, 2.8002503775390935e-07, 4.3263278881738856e-08, 0.9999995352581241
GCA_041388475.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1564, 1.3426959758767304e-07, 4.444368780378526e-09, 2.7362473973450347e-09, 2.8001407743889086e-07, 4.326271284132138e-08, 0.9999995352729959
GCA_003036925.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1434, 1.342663242346368e-07, 4.444352249393774e-09, 2.7362406710502865e-09, 2.800033175335872e-07, 4.326215292533022e-08, 0.9999995352876123
GCA_003261935.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_1433, 1.3360662304847172e-07, 4.436245143502276e-09, 2.7322688694086182e-09, 2.782778600268317e-07, 4.3107630187888636e-08, 0.9999995378393727
GCA_003262135.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_003261865.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_1568, 1.349424896712237e-07, 4.452540537642446e-09, 2.7402452370403364e-09, 2.8178298187689254e-07, 4.341948338410179e-08, 0.9999995326622594
NODE_1565, 1.3426964633360494e-07, 4.44436890599944e-09, 2.7362474453698436e-09, 2.8001427867898774e-07, 4.3262718981266935e-08, 0.9999995352727395
GCA_003037915.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
